seq_no,control_flag,priority_no,modal,LT,Dpt_entity,Dpt_week,Dpt_step,Arv_entity,Arv_week,Arv_step
YTOLEAF202304038,F,001202304038,B,2,YTO,14,15,YTOLEAF,16,15
YTOLEAF202304040,F,001202304040,B,2,YTO,14,16,YTOLEAF,16,16
YTOLEAF202304042,F,001202304042,B,2,YTO,14,17,YTOLEAF,16,17
YTOLEAF202304058,F,001202304058,B,2,YTO,14,18,YTOLEAF,16,18
YTOLEAF202304060,F,001202304060,B,2,YTO,14,19,YTOLEAF,16,19
YTOLEAF202304062,F,001202304062,B,2,YTO,14,20,YTOLEAF,16,20
YTOLEAF202304064,F,001202304064,B,2,YTO,14,21,YTOLEAF,16,21
YTOLEAF202304066,F,001202304066,B,2,YTO,14,22,YTOLEAF,16,22
YTOLEAF202304068,F,001202304068,B,2,YTO,14,23,YTOLEAF,16,23
YTOLEAF202304070,F,001202304070,B,2,YTO,14,24,YTOLEAF,16,24
YTOLEAF202304012,F,001202304012,B,2,YTO,15,0,YTOLEAF,17,0
YTOLEAF202305001,F,001202305001,B,2,YTO,17,0,YTOLEAF,19,0
YTOLEAF202305002,F,001202305002,B,2,YTO,17,1,YTOLEAF,19,1
YTOLEAF202305003,F,001202305003,B,2,YTO,17,2,YTOLEAF,19,2
YTOLEAF202305009,F,001202305009,B,2,YTO,17,3,YTOLEAF,19,3
YTOLEAF202305011,F,001202305011,B,2,YTO,17,4,YTOLEAF,19,4
YTOLEAF202305012,F,001202305012,B,2,YTO,17,5,YTOLEAF,19,5
YTOLEAF202305014,F,001202305014,B,2,YTO,17,6,YTOLEAF,19,6
YTOLEAF202305016,F,001202305016,B,2,YTO,17,7,YTOLEAF,19,7
YTOLEAF202305018,F,001202305018,B,2,YTO,17,8,YTOLEAF,19,8
YTOLEAF202305020,F,001202305020,B,2,YTO,17,9,YTOLEAF,19,9
YTOLEAF202305022,F,001202305022,B,2,YTO,17,10,YTOLEAF,19,10
YTOLEAF202305025,F,001202305025,B,2,YTO,17,11,YTOLEAF,19,11
YTOLEAF202305027,F,001202305027,B,2,YTO,17,12,YTOLEAF,19,12
YTOLEAF202305029,F,001202305029,B,2,YTO,17,13,YTOLEAF,19,13
YTOLEAF202305031,F,001202305031,B,2,YTO,17,14,YTOLEAF,19,14
YTOLEAF202305032,F,001202305032,B,2,YTO,17,15,YTOLEAF,19,15
YTOLEAF202305034,F,001202305034,B,2,YTO,17,16,YTOLEAF,19,16
YTOLEAF202305036,F,001202305036,B,2,YTO,17,17,YTOLEAF,19,17
YTOLEAF202305038,F,001202305038,B,2,YTO,17,18,YTOLEAF,19,18
YTOLEAF202305040,F,001202305040,B,2,YTO,17,19,YTOLEAF,19,19
YTOLEAF202305041,F,001202305041,B,2,YTO,17,20,YTOLEAF,19,20
YTOLEAF202305042,F,001202305042,B,2,YTO,17,21,YTOLEAF,19,21
YTOLEAF202305043,F,001202305043,B,2,YTO,17,22,YTOLEAF,19,22
YTOLEAF202305044,F,001202305044,B,2,YTO,17,23,YTOLEAF,19,23
YTOLEAF202305045,F,001202305045,B,2,YTO,17,24,YTOLEAF,19,24
YTOLEAF202305046,F,001202305046,B,2,YTO,17,25,YTOLEAF,19,25
YTOLEAF202305047,F,001202305047,B,2,YTO,17,26,YTOLEAF,19,26
YTOLEAF202305048,F,001202305048,B,2,YTO,17,27,YTOLEAF,19,27
YTOLEAF202305049,F,001202305049,B,2,YTO,17,28,YTOLEAF,19,28
YTOLEAF202305050,F,001202305050,B,2,YTO,17,29,YTOLEAF,19,29
YTOLEAF202305052,F,001202305052,B,2,YTO,17,30,YTOLEAF,19,30
YTOLEAF202305054,F,001202305054,B,2,YTO,17,31,YTOLEAF,19,31
YTOLEAF202305055,F,001202305055,B,2,YTO,17,32,YTOLEAF,19,32
YTOLEAF202305056,F,001202305056,B,2,YTO,17,33,YTOLEAF,19,33
YTOLEAF202305057,F,001202305057,B,2,YTO,17,34,YTOLEAF,19,34
YTOLEAF202305058,F,001202305058,B,2,YTO,17,35,YTOLEAF,19,35
YTOLEAF202305059,F,001202305059,B,2,YTO,17,36,YTOLEAF,19,36
YTOLEAF202305060,F,001202305060,B,2,YTO,17,37,YTOLEAF,19,37
YTOLEAF202305062,F,001202305062,B,2,YTO,17,38,YTOLEAF,19,38
YTOLEAF202305063,F,001202305063,B,2,YTO,17,39,YTOLEAF,19,39
YTOLEAF202305064,F,001202305064,B,2,YTO,17,40,YTOLEAF,19,40
YTOLEAF202305065,F,001202305065,B,2,YTO,17,41,YTOLEAF,19,41
YTOLEAF202305069,F,001202305069,B,2,YTO,17,42,YTOLEAF,19,42
YTOLEAF202305071,F,001202305071,B,2,YTO,17,43,YTOLEAF,19,43
YTOLEAF202305005,F,001202305005,B,2,YTO,18,0,YTOLEAF,20,0
YTOLEAF202305006,F,001202305006,B,2,YTO,18,1,YTOLEAF,20,1
YTOLEAF202305007,F,001202305007,B,2,YTO,18,2,YTOLEAF,20,2
YTOLEAF202305008,F,001202305008,B,2,YTO,18,3,YTOLEAF,20,3
YTOLEAF202305010,F,001202305010,B,2,YTO,18,4,YTOLEAF,20,4
YTOLEAF202305013,F,001202305013,B,2,YTO,18,5,YTOLEAF,20,5
YTOLEAF202305015,F,001202305015,B,2,YTO,18,6,YTOLEAF,20,6
YTOLEAF202305019,F,001202305019,B,2,YTO,18,7,YTOLEAF,20,7
YTOLEAF202305021,F,001202305021,B,2,YTO,18,8,YTOLEAF,20,8
YTOLEAF202305023,F,001202305023,B,2,YTO,18,9,YTOLEAF,20,9
YTOLEAF202305024,F,001202305024,B,2,YTO,18,10,YTOLEAF,20,10
YTOLEAF202305026,F,001202305026,B,2,YTO,18,11,YTOLEAF,20,11
YTOLEAF202305028,F,001202305028,B,2,YTO,18,12,YTOLEAF,20,12
YTOLEAF202305030,F,001202305030,B,2,YTO,18,13,YTOLEAF,20,13
YTOLEAF202305033,F,001202305033,B,2,YTO,18,14,YTOLEAF,20,14
YTOLEAF202305035,F,001202305035,B,2,YTO,18,15,YTOLEAF,20,15
YTOLEAF202305037,F,001202305037,B,2,YTO,18,16,YTOLEAF,20,16
YTOLEAF202305039,F,001202305039,B,2,YTO,18,17,YTOLEAF,20,17
YTOLEAF202305051,F,001202305051,B,2,YTO,18,18,YTOLEAF,20,18
YTOLEAF202305053,F,001202305053,B,2,YTO,18,19,YTOLEAF,20,19
YTOLEAF202305061,F,001202305061,B,2,YTO,18,20,YTOLEAF,20,20
YTOLEAF202305066,F,001202305066,B,2,YTO,18,21,YTOLEAF,20,21
YTOLEAF202305068,F,001202305068,B,2,YTO,18,22,YTOLEAF,20,22
YTOLEAF202305004,F,001202305004,B,2,YTO,19,0,YTOLEAF,21,0
YTOLEAF202305017,F,001202305017,B,2,YTO,19,1,YTOLEAF,21,1
YTOLEAF202305067,F,001202305067,B,2,YTO,19,2,YTOLEAF,21,2
YTOLEAF202305070,F,001202305070,B,2,YTO,19,3,YTOLEAF,21,3
YTOLEAF202306007,F,001202306007,B,2,YTO,20,0,YTOLEAF,22,0
YTOLEAF202306009,F,001202306009,B,2,YTO,20,1,YTOLEAF,22,1
YTOLEAF202306011,F,001202306011,B,2,YTO,20,2,YTOLEAF,22,2
YTOLEAF202306013,F,001202306013,B,2,YTO,20,3,YTOLEAF,22,3
YTOLEAF202306015,F,001202306015,B,2,YTO,20,4,YTOLEAF,22,4
YTOLEAF202306017,F,001202306017,B,2,YTO,20,5,YTOLEAF,22,5
YTOLEAF202306019,F,001202306019,B,2,YTO,20,6,YTOLEAF,22,6
YTOLEAF202306045,F,001202306045,B,2,YTO,20,7,YTOLEAF,22,7
YTOLEAF202306056,F,001202306056,B,2,YTO,20,8,YTOLEAF,22,8
YTOLEAF202306058,F,001202306058,B,2,YTO,20,9,YTOLEAF,22,9
YTOLEAF202306065,F,001202306065,B,2,YTO,20,10,YTOLEAF,22,10
YTOLEAF202306071,F,001202306071,B,2,YTO,20,11,YTOLEAF,22,11
YTOLEAF202306073,F,001202306073,B,2,YTO,20,12,YTOLEAF,22,12
YTOLEAF202306075,F,001202306075,B,2,YTO,20,13,YTOLEAF,22,13
YTOLEAF202306077,F,001202306077,B,2,YTO,20,14,YTOLEAF,22,14
YTOLEAF202306079,F,001202306079,B,2,YTO,20,15,YTOLEAF,22,15
YTOLEAF202306081,F,001202306081,B,2,YTO,20,16,YTOLEAF,22,16
YTOLEAF202306083,F,001202306083,B,2,YTO,20,17,YTOLEAF,22,17
YTOLEAF202306086,F,001202306086,B,2,YTO,20,18,YTOLEAF,22,18
YTOLEAF202306088,F,001202306088,B,2,YTO,20,19,YTOLEAF,22,19
YTOLEAF202306090,F,001202306090,B,2,YTO,20,20,YTOLEAF,22,20
YTOLEAF202306001,F,001202306001,B,2,YTO,21,0,YTOLEAF,23,0
YTOLEAF202306005,F,001202306005,B,2,YTO,21,1,YTOLEAF,23,1
YTOLEAF202306006,F,001202306006,B,2,YTO,21,2,YTOLEAF,23,2
YTOLEAF202306021,F,001202306021,B,2,YTO,21,3,YTOLEAF,23,3
YTOLEAF202306022,F,001202306022,B,2,YTO,21,4,YTOLEAF,23,4
YTOLEAF202306023,F,001202306023,B,2,YTO,21,5,YTOLEAF,23,5
YTOLEAF202306024,F,001202306024,B,2,YTO,21,6,YTOLEAF,23,6
YTOLEAF202306025,F,001202306025,B,2,YTO,21,7,YTOLEAF,23,7
YTOLEAF202306026,F,001202306026,B,2,YTO,21,8,YTOLEAF,23,8
YTOLEAF202306027,F,001202306027,B,2,YTO,21,9,YTOLEAF,23,9
YTOLEAF202306028,F,001202306028,B,2,YTO,21,10,YTOLEAF,23,10
YTOLEAF202306031,F,001202306031,B,2,YTO,21,11,YTOLEAF,23,11
YTOLEAF202306032,F,001202306032,B,2,YTO,21,12,YTOLEAF,23,12
YTOLEAF202306033,F,001202306033,B,2,YTO,21,13,YTOLEAF,23,13
YTOLEAF202306034,F,001202306034,B,2,YTO,21,14,YTOLEAF,23,14
YTOLEAF202306035,F,001202306035,B,2,YTO,21,15,YTOLEAF,23,15
YTOLEAF202306036,F,001202306036,B,2,YTO,21,16,YTOLEAF,23,16
YTOLEAF202306037,F,001202306037,B,2,YTO,21,17,YTOLEAF,23,17
YTOLEAF202306038,F,001202306038,B,2,YTO,21,18,YTOLEAF,23,18
YTOLEAF202306039,F,001202306039,B,2,YTO,21,19,YTOLEAF,23,19
YTOLEAF202306040,F,001202306040,B,2,YTO,21,20,YTOLEAF,23,20
YTOLEAF202306041,F,001202306041,B,2,YTO,21,21,YTOLEAF,23,21
YTOLEAF202306042,F,001202306042,B,2,YTO,21,22,YTOLEAF,23,22
YTOLEAF202306043,F,001202306043,B,2,YTO,21,23,YTOLEAF,23,23
YTOLEAF202306044,F,001202306044,B,2,YTO,21,24,YTOLEAF,23,24
YTOLEAF202306047,F,001202306047,B,2,YTO,21,25,YTOLEAF,23,25
YTOLEAF202306048,F,001202306048,B,2,YTO,21,26,YTOLEAF,23,26
YTOLEAF202306049,F,001202306049,B,2,YTO,21,27,YTOLEAF,23,27
YTOLEAF202306050,F,001202306050,B,2,YTO,21,28,YTOLEAF,23,28
YTOLEAF202306051,F,001202306051,B,2,YTO,21,29,YTOLEAF,23,29
YTOLEAF202306052,F,001202306052,B,2,YTO,21,30,YTOLEAF,23,30
YTOLEAF202306053,F,001202306053,B,2,YTO,21,31,YTOLEAF,23,31
YTOLEAF202306054,F,001202306054,B,2,YTO,21,32,YTOLEAF,23,32
YTOLEAF202306059,F,001202306059,B,2,YTO,21,33,YTOLEAF,23,33
YTOLEAF202306060,F,001202306060,B,2,YTO,21,34,YTOLEAF,23,34
YTOLEAF202306062,F,001202306062,B,2,YTO,21,35,YTOLEAF,23,35
YTOLEAF202306063,F,001202306063,B,2,YTO,21,36,YTOLEAF,23,36
YTOLEAF202306066,F,001202306066,B,2,YTO,21,37,YTOLEAF,23,37
YTOLEAF202306067,F,001202306067,B,2,YTO,21,38,YTOLEAF,23,38
YTOLEAF202306068,F,001202306068,B,2,YTO,21,39,YTOLEAF,23,39
YTOLEAF202306069,F,001202306069,B,2,YTO,21,40,YTOLEAF,23,40
YTOLEAF202306074,F,001202306074,B,2,YTO,21,41,YTOLEAF,23,41
YTOLEAF202306089,F,001202306089,B,2,YTO,21,42,YTOLEAF,23,42
YTOLEAF202306002,F,001202306002,B,2,YTO,22,0,YTOLEAF,24,0
YTOLEAF202306003,F,001202306003,B,2,YTO,22,1,YTOLEAF,24,1
YTOLEAF202306004,F,001202306004,B,2,YTO,22,2,YTOLEAF,24,2
YTOLEAF202306008,F,001202306008,B,2,YTO,22,3,YTOLEAF,24,3
YTOLEAF202306010,F,001202306010,B,2,YTO,22,4,YTOLEAF,24,4
YTOLEAF202306012,F,001202306012,B,2,YTO,22,5,YTOLEAF,24,5
YTOLEAF202306014,F,001202306014,B,2,YTO,22,6,YTOLEAF,24,6
YTOLEAF202306016,F,001202306016,B,2,YTO,22,7,YTOLEAF,24,7
YTOLEAF202306018,F,001202306018,B,2,YTO,22,8,YTOLEAF,24,8
YTOLEAF202306046,F,001202306046,B,2,YTO,22,9,YTOLEAF,24,9
YTOLEAF202306055,F,001202306055,B,2,YTO,22,10,YTOLEAF,24,10
YTOLEAF202306057,F,001202306057,B,2,YTO,22,11,YTOLEAF,24,11
YTOLEAF202306072,F,001202306072,B,2,YTO,22,12,YTOLEAF,24,12
YTOLEAF202306076,F,001202306076,B,2,YTO,22,13,YTOLEAF,24,13
YTOLEAF202306078,F,001202306078,B,2,YTO,22,14,YTOLEAF,24,14
YTOLEAF202306080,F,001202306080,B,2,YTO,22,15,YTOLEAF,24,15
YTOLEAF202306082,F,001202306082,B,2,YTO,22,16,YTOLEAF,24,16
YTOLEAF202306084,F,001202306084,B,2,YTO,22,17,YTOLEAF,24,17
YTOLEAF202306087,F,001202306087,B,2,YTO,22,18,YTOLEAF,24,18
YTOLEAF202306091,F,001202306091,B,2,YTO,22,19,YTOLEAF,24,19
YTOLEAF202306029,F,001202306029,B,2,YTO,23,0,YTOLEAF,25,0
YTOLEAF202306030,F,001202306030,B,2,YTO,23,1,YTOLEAF,25,1
YTOLEAF202306061,F,001202306061,B,2,YTO,23,2,YTOLEAF,25,2
YTOLEAF202306064,F,001202306064,B,2,YTO,23,3,YTOLEAF,25,3
YTOLEAF202306070,F,001202306070,B,2,YTO,23,4,YTOLEAF,25,4
YTOLEAF202306085,F,001202306085,B,2,YTO,23,5,YTOLEAF,25,5
YTOLEAF202306020,F,001202306020,B,2,YTO,24,0,YTOLEAF,26,0
YTOLEAF202306092,F,001202306092,B,2,YTO,24,1,YTOLEAF,26,1
YTOLEAF202307006,F,001202307006,B,2,YTO,25,0,YTOLEAF,27,0
YTOLEAF202307008,F,001202307008,B,2,YTO,25,1,YTOLEAF,27,1
YTOLEAF202307010,F,001202307010,B,2,YTO,25,2,YTOLEAF,27,2
YTOLEAF202307012,F,001202307012,B,2,YTO,25,3,YTOLEAF,27,3
YTOLEAF202307015,F,001202307015,B,2,YTO,25,4,YTOLEAF,27,4
YTOLEAF202307017,F,001202307017,B,2,YTO,25,5,YTOLEAF,27,5
YTOLEAF202307026,F,001202307026,B,2,YTO,25,6,YTOLEAF,27,6
YTOLEAF202307028,F,001202307028,B,2,YTO,25,7,YTOLEAF,27,7
YTOLEAF202307030,F,001202307030,B,2,YTO,25,8,YTOLEAF,27,8
YTOLEAF202307032,F,001202307032,B,2,YTO,25,9,YTOLEAF,27,9
YTOLEAF202307037,F,001202307037,B,2,YTO,25,10,YTOLEAF,27,10
YTOLEAF202307039,F,001202307039,B,2,YTO,25,11,YTOLEAF,27,11
YTOLEAF202307041,F,001202307041,B,2,YTO,25,12,YTOLEAF,27,12
YTOLEAF202307043,F,001202307043,B,2,YTO,25,13,YTOLEAF,27,13
YTOLEAF202307046,F,001202307046,B,2,YTO,25,14,YTOLEAF,27,14
YTOLEAF202307057,F,001202307057,B,2,YTO,25,15,YTOLEAF,27,15
YTOLEAF202307059,F,001202307059,B,2,YTO,25,16,YTOLEAF,27,16
YTOLEAF202307061,F,001202307061,B,2,YTO,25,17,YTOLEAF,27,17
YTOLEAF202307063,F,001202307063,B,2,YTO,25,18,YTOLEAF,27,18
YTOLEAF202307074,F,001202307074,B,2,YTO,25,19,YTOLEAF,27,19
YTOLEAF202307002,F,001202307002,B,2,YTO,26,0,YTOLEAF,28,0
YTOLEAF202307004,F,001202307004,B,2,YTO,26,1,YTOLEAF,28,1
YTOLEAF202307013,F,001202307013,B,2,YTO,26,2,YTOLEAF,28,2
YTOLEAF202307014,F,001202307014,B,2,YTO,26,3,YTOLEAF,28,3
YTOLEAF202307018,F,001202307018,B,2,YTO,26,4,YTOLEAF,28,4
YTOLEAF202307019,F,001202307019,B,2,YTO,26,5,YTOLEAF,28,5
YTOLEAF202307020,F,001202307020,B,2,YTO,26,6,YTOLEAF,28,6
YTOLEAF202307021,F,001202307021,B,2,YTO,26,7,YTOLEAF,28,7
YTOLEAF202307022,F,001202307022,B,2,YTO,26,8,YTOLEAF,28,8
YTOLEAF202307023,F,001202307023,B,2,YTO,26,9,YTOLEAF,28,9
YTOLEAF202307024,F,001202307024,B,2,YTO,26,10,YTOLEAF,28,10
YTOLEAF202307025,F,001202307025,B,2,YTO,26,11,YTOLEAF,28,11
YTOLEAF202307047,F,001202307047,B,2,YTO,26,12,YTOLEAF,28,12
YTOLEAF202307048,F,001202307048,B,2,YTO,26,13,YTOLEAF,28,13
YTOLEAF202307049,F,001202307049,B,2,YTO,26,14,YTOLEAF,28,14
YTOLEAF202307050,F,001202307050,B,2,YTO,26,15,YTOLEAF,28,15
YTOLEAF202307051,F,001202307051,B,2,YTO,26,16,YTOLEAF,28,16
YTOLEAF202307052,F,001202307052,B,2,YTO,26,17,YTOLEAF,28,17
YTOLEAF202307053,F,001202307053,B,2,YTO,26,18,YTOLEAF,28,18
YTOLEAF202307054,F,001202307054,B,2,YTO,26,19,YTOLEAF,28,19
YTOLEAF202307055,F,001202307055,B,2,YTO,26,20,YTOLEAF,28,20
YTOLEAF202307056,F,001202307056,B,2,YTO,26,21,YTOLEAF,28,21
YTOLEAF202307066,F,001202307066,B,2,YTO,26,22,YTOLEAF,28,22
YTOLEAF202307067,F,001202307067,B,2,YTO,26,23,YTOLEAF,28,23
YTOLEAF202307068,F,001202307068,B,2,YTO,26,24,YTOLEAF,28,24
YTOLEAF202307069,F,001202307069,B,2,YTO,26,25,YTOLEAF,28,25
YTOLEAF202307070,F,001202307070,B,2,YTO,26,26,YTOLEAF,28,26
YTOLEAF202307071,F,001202307071,B,2,YTO,26,27,YTOLEAF,28,27
YTOLEAF202307072,F,001202307072,B,2,YTO,26,28,YTOLEAF,28,28
YTOLEAF202307001,F,001202307001,B,2,YTO,27,0,YTOLEAF,29,0
YTOLEAF202307003,F,001202307003,B,2,YTO,27,1,YTOLEAF,29,1
YTOLEAF202307005,F,001202307005,B,2,YTO,27,2,YTOLEAF,29,2
YTOLEAF202307009,F,001202307009,B,2,YTO,27,3,YTOLEAF,29,3
YTOLEAF202307011,F,001202307011,B,2,YTO,27,4,YTOLEAF,29,4
YTOLEAF202307016,F,001202307016,B,2,YTO,27,5,YTOLEAF,29,5
YTOLEAF202307027,F,001202307027,B,2,YTO,27,6,YTOLEAF,29,6
YTOLEAF202307029,F,001202307029,B,2,YTO,27,7,YTOLEAF,29,7
YTOLEAF202307031,F,001202307031,B,2,YTO,27,8,YTOLEAF,29,8
YTOLEAF202307033,F,001202307033,B,2,YTO,27,9,YTOLEAF,29,9
YTOLEAF202307038,F,001202307038,B,2,YTO,27,10,YTOLEAF,29,10
YTOLEAF202307040,F,001202307040,B,2,YTO,27,11,YTOLEAF,29,11
YTOLEAF202307042,F,001202307042,B,2,YTO,27,12,YTOLEAF,29,12
YTOLEAF202307044,F,001202307044,B,2,YTO,27,13,YTOLEAF,29,13
YTOLEAF202307058,F,001202307058,B,2,YTO,27,14,YTOLEAF,29,14
YTOLEAF202307060,F,001202307060,B,2,YTO,27,15,YTOLEAF,29,15
YTOLEAF202307064,F,001202307064,B,2,YTO,27,16,YTOLEAF,29,16
YTOLEAF202307007,F,001202307007,B,2,YTO,28,0,YTOLEAF,30,0
YTOLEAF202307034,F,001202307034,B,2,YTO,28,1,YTOLEAF,30,1
YTOLEAF202307035,F,001202307035,B,2,YTO,28,2,YTOLEAF,30,2
YTOLEAF202307036,F,001202307036,B,2,YTO,28,3,YTOLEAF,30,3
YTOLEAF202307045,F,001202307045,B,2,YTO,28,4,YTOLEAF,30,4
YTOLEAF202307062,F,001202307062,B,2,YTO,28,5,YTOLEAF,30,5
YTOLEAF202307065,F,001202307065,B,2,YTO,28,6,YTOLEAF,30,6
YTOLEAF202307073,F,001202307073,B,2,YTO,28,7,YTOLEAF,30,7
YTOLEAF202308008,F,001202308008,B,2,YTO,29,0,YTOLEAF,31,0
YTOLEAF202308017,F,001202308017,B,2,YTO,29,1,YTOLEAF,31,1
YTOLEAF202308019,F,001202308019,B,2,YTO,29,2,YTOLEAF,31,2
YTOLEAF202308023,F,001202308023,B,2,YTO,29,3,YTOLEAF,31,3
YTOLEAF202308027,F,001202308027,B,2,YTO,29,4,YTOLEAF,31,4
YTOLEAF202308029,F,001202308029,B,2,YTO,29,5,YTOLEAF,31,5
YTOLEAF202308031,F,001202308031,B,2,YTO,29,6,YTOLEAF,31,6
YTOLEAF202308033,F,001202308033,B,2,YTO,29,7,YTOLEAF,31,7
YTOLEAF202308035,F,001202308035,B,2,YTO,29,8,YTOLEAF,31,8
YTOLEAF202308037,F,001202308037,B,2,YTO,29,9,YTOLEAF,31,9
YTOLEAF202308039,F,001202308039,B,2,YTO,29,10,YTOLEAF,31,10
YTOLEAF202308040,F,001202308040,B,2,YTO,29,11,YTOLEAF,31,11
YTOLEAF202308041,F,001202308041,B,2,YTO,29,12,YTOLEAF,31,12
YTOLEAF202308042,F,001202308042,B,2,YTO,29,13,YTOLEAF,31,13
YTOLEAF202308043,F,001202308043,B,2,YTO,29,14,YTOLEAF,31,14
YTOLEAF202308045,F,001202308045,B,2,YTO,29,15,YTOLEAF,31,15
YTOLEAF202308048,F,001202308048,B,2,YTO,29,16,YTOLEAF,31,16
YTOLEAF202308051,F,001202308051,B,2,YTO,29,17,YTOLEAF,31,17
YTOLEAF202308053,F,001202308053,B,2,YTO,29,18,YTOLEAF,31,18
YTOLEAF202308055,F,001202308055,B,2,YTO,29,19,YTOLEAF,31,19
YTOLEAF202308057,F,001202308057,B,2,YTO,29,20,YTOLEAF,31,20
YTOLEAF202308059,F,001202308059,B,2,YTO,29,21,YTOLEAF,31,21
YTOLEAF202308061,F,001202308061,B,2,YTO,29,22,YTOLEAF,31,22
YTOLEAF202308063,F,001202308063,B,2,YTO,29,23,YTOLEAF,31,23
YTOLEAF202308066,F,001202308066,B,2,YTO,29,24,YTOLEAF,31,24
YTOLEAF202308068,F,001202308068,B,2,YTO,29,25,YTOLEAF,31,25
YTOLEAF202308069,F,001202308069,B,2,YTO,29,26,YTOLEAF,31,26
YTOLEAF202308070,F,001202308070,B,2,YTO,29,27,YTOLEAF,31,27
YTOLEAF202308001,F,001202308001,B,2,YTO,31,0,YTOLEAF,33,0
YTOLEAF202308004,F,001202308004,B,2,YTO,31,1,YTOLEAF,33,1
YTOLEAF202308006,F,001202308006,B,2,YTO,31,2,YTOLEAF,33,2
YTOLEAF202308010,F,001202308010,B,2,YTO,31,3,YTOLEAF,33,3
YTOLEAF202308011,F,001202308011,B,2,YTO,31,4,YTOLEAF,33,4
YTOLEAF202308015,F,001202308015,B,2,YTO,31,5,YTOLEAF,33,5
YTOLEAF202308021,F,001202308021,B,2,YTO,31,6,YTOLEAF,33,6
YTOLEAF202308024,F,001202308024,B,2,YTO,31,7,YTOLEAF,33,7
YTOLEAF202308025,F,001202308025,B,2,YTO,31,8,YTOLEAF,33,8
YTOLEAF202308026,F,001202308026,B,2,YTO,31,9,YTOLEAF,33,9
YTOLEAF202308030,F,001202308030,B,2,YTO,31,10,YTOLEAF,33,10
YTOLEAF202308032,F,001202308032,B,2,YTO,31,11,YTOLEAF,33,11
YTOLEAF202308036,F,001202308036,B,2,YTO,31,12,YTOLEAF,33,12
YTOLEAF202308038,F,001202308038,B,2,YTO,31,13,YTOLEAF,33,13
YTOLEAF202308044,F,001202308044,B,2,YTO,31,14,YTOLEAF,33,14
YTOLEAF202308046,F,001202308046,B,2,YTO,31,15,YTOLEAF,33,15
YTOLEAF202308052,F,001202308052,B,2,YTO,31,16,YTOLEAF,33,16
YTOLEAF202308056,F,001202308056,B,2,YTO,31,17,YTOLEAF,33,17
YTOLEAF202308058,F,001202308058,B,2,YTO,31,18,YTOLEAF,33,18
YTOLEAF202308060,F,001202308060,B,2,YTO,31,19,YTOLEAF,33,19
YTOLEAF202308062,F,001202308062,B,2,YTO,31,20,YTOLEAF,33,20
YTOLEAF202308064,F,001202308064,B,2,YTO,31,21,YTOLEAF,33,21
YTOLEAF202308067,F,001202308067,B,2,YTO,31,22,YTOLEAF,33,22
YTOLEAF202308071,F,001202308071,B,2,YTO,31,23,YTOLEAF,33,23
YTOLEAF202308002,F,001202308002,B,2,YTO,32,0,YTOLEAF,34,0
YTOLEAF202308003,F,001202308003,B,2,YTO,32,1,YTOLEAF,34,1
YTOLEAF202308005,F,001202308005,B,2,YTO,32,2,YTOLEAF,34,2
YTOLEAF202308007,F,001202308007,B,2,YTO,32,3,YTOLEAF,34,3
YTOLEAF202308009,F,001202308009,B,2,YTO,32,4,YTOLEAF,34,4
YTOLEAF202308012,F,001202308012,B,2,YTO,32,5,YTOLEAF,34,5
YTOLEAF202308013,F,001202308013,B,2,YTO,32,6,YTOLEAF,34,6
YTOLEAF202308014,F,001202308014,B,2,YTO,32,7,YTOLEAF,34,7
YTOLEAF202308016,F,001202308016,B,2,YTO,32,8,YTOLEAF,34,8
YTOLEAF202308018,F,001202308018,B,2,YTO,32,9,YTOLEAF,34,9
YTOLEAF202308020,F,001202308020,B,2,YTO,32,10,YTOLEAF,34,10
YTOLEAF202308022,F,001202308022,B,2,YTO,32,11,YTOLEAF,34,11
YTOLEAF202308028,F,001202308028,B,2,YTO,32,12,YTOLEAF,34,12
YTOLEAF202308034,F,001202308034,B,2,YTO,32,13,YTOLEAF,34,13
YTOLEAF202308047,F,001202308047,B,2,YTO,32,14,YTOLEAF,34,14
YTOLEAF202308049,F,001202308049,B,2,YTO,32,15,YTOLEAF,34,15
YTOLEAF202308050,F,001202308050,B,2,YTO,32,16,YTOLEAF,34,16
YTOLEAF202308054,F,001202308054,B,2,YTO,32,17,YTOLEAF,34,17
YTOLEAF202308065,F,001202308065,B,2,YTO,32,18,YTOLEAF,34,18
YTOLEAF202309001,F,001202309001,B,2,YTO,33,0,YTOLEAF,35,0
YTOLEAF202309013,F,001202309013,B,2,YTO,33,1,YTOLEAF,35,1
YTOLEAF202309019,F,001202309019,B,2,YTO,33,2,YTOLEAF,35,2
YTOLEAF202309022,F,001202309022,B,2,YTO,33,3,YTOLEAF,35,3
YTOLEAF202309027,F,001202309027,B,2,YTO,33,4,YTOLEAF,35,4
YTOLEAF202309039,F,001202309039,B,2,YTO,33,5,YTOLEAF,35,5
YTOLEAF202309048,F,001202309048,B,2,YTO,33,6,YTOLEAF,35,6
YTOLEAF202309051,F,001202309051,B,2,YTO,33,7,YTOLEAF,35,7
YTOLEAF202309053,F,001202309053,B,2,YTO,33,8,YTOLEAF,35,8
YTOLEAF202309055,F,001202309055,B,2,YTO,33,9,YTOLEAF,35,9
YTOLEAF202309058,F,001202309058,B,2,YTO,33,10,YTOLEAF,35,10
YTOLEAF202309060,F,001202309060,B,2,YTO,33,11,YTOLEAF,35,11
